match_id,match_end_id,id,game,end,hteam,nhteam,powerplay,strength_diff,h_before,nh_before,h_during,nh_during,h_after,nh_after,h_offensive_shots,h_defensive_shots,h_classified_shots,h_offensive_shot_rate,score_diff_before,strength_diff_z,outcome,score_diff_grp,end_grp
WMDCC2016_1,WMDCC2016_1_1,WMDCC2016,1,1,CHN-China,RCF-Rcf,0,0.008644421456548423,0,0,1.0,0.0,1,0,3,2,5,0.6,0,0.19146707204643412,1,tied,<=6
WMDCC2016_1,WMDCC2016_1_2,WMDCC2016,1,2,RCF-Rcf,CHN-China,0,-0.008644421456548423,0,1,3.0,0.0,3,1,3,2,5,0.6,-1,-0.012593198911999294,2+,trailing,<=6
WMDCC2016_1,WMDCC2016_1_3,WMDCC2016,1,3,CHN-China,RCF-Rcf,0,0.008644421456548423,1,3,1.0,0.0,2,3,3,2,5,0.6,-2,0.19146707204643412,1,trailing,<=6
WMDCC2016_1,WMDCC2016_1_4,WMDCC2016,1,4,RCF-Rcf,CHN-China,0,-0.008644421456548423,3,2,2.0,0.0,5,2,4,1,5,0.8,1,-0.012593198911999294,2+,leading,<=6
WMDCC2016_1,WMDCC2016_1_5,WMDCC2016,1,5,CHN-China,RCF-Rcf,1,0.008644421456548423,2,5,1.0,0.0,3,5,4,1,5,0.8,-3,0.19146707204643412,1,trailing,<=6
WMDCC2016_1,WMDCC2016_1_6,WMDCC2016,1,6,RCF-Rcf,CHN-China,0,-0.008644421456548423,5,3,1.0,0.0,6,3,2,3,5,0.4,2,-0.012593198911999294,1,leading,<=6
WMDCC2016_1,WMDCC2016_1_7,WMDCC2016,1,7,CHN-China,RCF-Rcf,0,0.008644421456548423,3,6,2.0,0.0,5,6,2,3,5,0.4,-3,0.19146707204643412,2+,trailing,>=7
WMDCC2016_1,WMDCC2016_1_8,WMDCC2016,1,8,RCF-Rcf,CHN-China,1,-0.008644421456548423,6,5,1.0,0.0,7,5,2,3,5,0.4,1,-0.012593198911999294,1,leading,>=7
WMDCC2016_2,WMDCC2016_2_1,WMDCC2016,2,1,USA-UnitedStates,SCO-Scotland,0,-0.036044914243708814,0,0,1.0,0.0,1,0,2,3,5,0.4,0,-0.33600130728846694,1,tied,<=6
WMDCC2016_2,WMDCC2016_2_2,WMDCC2016,2,2,SCO-Scotland,USA-UnitedStates,0,0.036044914243708814,0,1,3.0,0.0,3,1,4,1,5,0.8,-1,0.5148751804229017,2+,trailing,<=6
WMDCC2016_2,WMDCC2016_2_3,WMDCC2016,2,3,USA-UnitedStates,SCO-Scotland,0,-0.036044914243708814,1,3,4.0,0.0,5,3,2,3,5,0.4,-2,-0.33600130728846694,2+,trailing,<=6
WMDCC2016_2,WMDCC2016_2_4,WMDCC2016,2,4,SCO-Scotland,USA-UnitedStates,0,0.036044914243708814,3,5,0.0,2.0,3,7,4,1,5,0.8,-2,0.5148751804229017,0,trailing,<=6
WMDCC2016_2,WMDCC2016_2_5,WMDCC2016,2,5,SCO-Scotland,USA-UnitedStates,1,0.036044914243708814,3,7,3.0,0.0,6,7,4,1,5,0.8,-4,0.5148751804229017,2+,trailing,<=6
WMDCC2016_2,WMDCC2016_2_6,WMDCC2016,2,6,USA-UnitedStates,SCO-Scotland,1,-0.036044914243708814,7,6,0.0,1.0,7,7,3,2,5,0.6,1,-0.33600130728846694,0,leading,<=6
WMDCC2016_2,WMDCC2016_2_7,WMDCC2016,2,7,USA-UnitedStates,SCO-Scotland,0,-0.036044914243708814,7,7,1.0,0.0,8,7,4,1,5,0.8,0,-0.33600130728846694,1,tied,>=7
WMDCC2016_2,WMDCC2016_2_8,WMDCC2016,2,8,SCO-Scotland,USA-UnitedStates,0,0.036044914243708814,7,8,0.0,1.0,7,9,3,2,5,0.6,-1,0.5148751804229017,0,trailing,>=7
WMDCC2016_3,WMDCC2016_3_1,WMDCC2016,3,1,EST-Estonia,CAN-Canada,0,-0.0998064080198881,0,0,0.0,1.0,0,1,2,3,5,0.4,0,-1.088578432436919,0,tied,<=6
WMDCC2016_3,WMDCC2016_3_2,WMDCC2016,3,2,EST-Estonia,CAN-Canada,0,-0.0998064080198881,0,1,0.0,3.0,0,4,3,2,5,0.6,-1,-1.088578432436919,0,trailing,<=6
WMDCC2016_3,WMDCC2016_3_3,WMDCC2016,3,3,EST-Estonia,CAN-Canada,1,-0.0998064080198881,0,4,2.0,0.0,2,4,2,3,5,0.4,-4,-1.088578432436919,2+,trailing,<=6
WMDCC2016_3,WMDCC2016_3_4,WMDCC2016,3,4,CAN-Canada,EST-Estonia,0,0.0998064080198881,4,2,2.0,0.0,6,2,1,4,5,0.2,2,1.2674523055713536,2+,leading,<=6
WMDCC2016_3,WMDCC2016_3_5,WMDCC2016,3,5,EST-Estonia,CAN-Canada,0,-0.0998064080198881,2,6,0.0,1.0,2,7,3,2,5,0.6,-4,-1.088578432436919,0,trailing,<=6
WMDCC2016_3,WMDCC2016_3_6,WMDCC2016,3,6,EST-Estonia,CAN-Canada,0,-0.0998064080198881,2,7,0.0,1.0,2,8,2,3,5,0.4,-5,-1.088578432436919,0,trailing,<=6
WMDCC2016_4,WMDCC2016_4_1,WMDCC2016,4,1,FIN-Finland,ENG-England,0,0.050710377721041144,0,0,1.0,0.0,1,0,5,0,5,1.0,0,0.6879716950918172,1,tied,<=6
WMDCC2016_4,WMDCC2016_4_2,WMDCC2016,4,2,ENG-England,FIN-Finland,0,-0.050710377721041144,0,1,0.0,1.0,0,2,2,3,5,0.4,-1,-0.5090978219573824,0,trailing,<=6
WMDCC2016_4,WMDCC2016_4_3,WMDCC2016,4,3,ENG-England,FIN-Finland,0,-0.050710377721041144,0,2,0.0,1.0,0,3,1,4,5,0.2,-2,-0.5090978219573824,0,trailing,<=6
WMDCC2016_4,WMDCC2016_4_4,WMDCC2016,4,4,ENG-England,FIN-Finland,0,-0.050710377721041144,0,3,0.0,1.0,0,4,3,2,5,0.6,-3,-0.5090978219573824,0,trailing,<=6
WMDCC2016_4,WMDCC2016_4_5,WMDCC2016,4,5,ENG-England,FIN-Finland,1,-0.050710377721041144,0,4,0.0,1.0,0,5,4,1,5,0.8,-4,-0.5090978219573824,0,trailing,<=6
WMDCC2016_4,WMDCC2016_4_6,WMDCC2016,4,6,ENG-England,FIN-Finland,0,-0.050710377721041144,0,5,0.0,1.0,0,6,4,1,5,0.8,-5,-0.5090978219573824,0,trailing,<=6
WMDCC2016_4,WMDCC2016_4_7,WMDCC2016,4,7,ENG-England,FIN-Finland,0,-0.050710377721041144,0,6,3.0,0.0,3,6,5,0,5,1.0,-6,-0.5090978219573824,2+,trailing,>=7
WMDCC2016_5,WMDCC2016_5_1,WMDCC2016,5,1,RCF-Rcf,USA-UnitedStates,0,-0.040745388432946394,0,0,1.0,0.0,1,0,4,1,5,0.8,0,-0.3914810199280175,1,tied,<=6
WMDCC2016_5,WMDCC2016_5_2,WMDCC2016,5,2,USA-UnitedStates,RCF-Rcf,0,0.040745388432946394,0,1,3.0,0.0,3,1,4,1,5,0.8,-1,0.5703548930624524,2+,trailing,<=6
WMDCC2016_5,WMDCC2016_5_3,WMDCC2016,5,3,RCF-Rcf,USA-UnitedStates,0,-0.040745388432946394,1,3,1.0,0.0,2,3,5,0,5,1.0,-2,-0.3914810199280175,1,trailing,<=6
WMDCC2016_5,WMDCC2016_5_4,WMDCC2016,5,4,USA-UnitedStates,RCF-Rcf,0,0.040745388432946394,3,2,1.0,0.0,4,2,3,2,5,0.6,1,0.5703548930624524,1,leading,<=6
WMDCC2016_5,WMDCC2016_5_5,WMDCC2016,5,5,RCF-Rcf,USA-UnitedStates,0,-0.040745388432946394,2,4,4.0,0.0,6,4,4,1,5,0.8,-2,-0.3914810199280175,2+,trailing,<=6
WMDCC2016_5,WMDCC2016_5_6,WMDCC2016,5,6,USA-UnitedStates,RCF-Rcf,0,0.040745388432946394,4,6,0.0,1.0,4,7,3,2,5,0.6,-2,0.5703548930624524,0,trailing,<=6
WMDCC2016_5,WMDCC2016_5_7,WMDCC2016,5,7,USA-UnitedStates,RCF-Rcf,0,0.040745388432946394,4,7,2.0,0.0,6,7,4,1,5,0.8,-3,0.5703548930624524,2+,trailing,>=7
WMDCC2016_5,WMDCC2016_5_8,WMDCC2016,5,8,RCF-Rcf,USA-UnitedStates,1,-0.040745388432946394,7,6,1.0,0.0,8,6,2,3,5,0.4,1,-0.3914810199280175,1,leading,>=7
WMDCC2016_6,WMDCC2016_6_1,WMDCC2016,6,1,CHN-China,SCO-Scotland,0,-0.06814588122010679,0,0,1.0,0.0,1,0,3,2,5,0.6,0,-0.7148891283044851,1,tied,<=6
WMDCC2016_6,WMDCC2016_6_2,WMDCC2016,6,2,SCO-Scotland,CHN-China,0,0.06814588122010679,0,1,3.0,0.0,3,1,3,2,5,0.6,-1,0.8937630014389198,2+,trailing,<=6
WMDCC2016_6,WMDCC2016_6_3,WMDCC2016,6,3,CHN-China,SCO-Scotland,0,-0.06814588122010679,1,3,2.0,0.0,3,3,5,0,5,1.0,-2,-0.7148891283044851,2+,trailing,<=6
WMDCC2016_6,WMDCC2016_6_4,WMDCC2016,6,4,SCO-Scotland,CHN-China,0,0.06814588122010679,3,3,0.0,1.0,3,4,4,1,5,0.8,0,0.8937630014389198,0,tied,<=6
WMDCC2016_6,WMDCC2016_6_5,WMDCC2016,6,5,SCO-Scotland,CHN-China,0,0.06814588122010679,3,4,0.0,1.0,3,5,2,3,5,0.4,-1,0.8937630014389198,0,trailing,<=6
WMDCC2016_6,WMDCC2016_6_6,WMDCC2016,6,6,SCO-Scotland,CHN-China,1,0.06814588122010679,3,5,0.0,1.0,3,6,4,1,5,0.8,-2,0.8937630014389198,0,trailing,<=6
WMDCC2016_6,WMDCC2016_6_7,WMDCC2016,6,7,SCO-Scotland,CHN-China,0,0.06814588122010679,3,6,0.0,1.0,3,7,3,2,5,0.6,-3,0.8937630014389198,0,trailing,>=7
WMDCC2016_6,WMDCC2016_6_8,WMDCC2016,6,8,SCO-Scotland,CHN-China,0,0.06814588122010679,3,7,2.0,0.0,5,7,3,2,5,0.6,-4,0.8937630014389198,2+,trailing,>=7
WMDCC2016_7,WMDCC2016_7_1,WMDCC2016,7,1,ENG-England,EST-Estonia,0,-0.05501262301202231,0,0,0.0,4.0,0,4,3,2,5,0.6,0,-0.559877237573578,0,tied,<=6
WMDCC2016_7,WMDCC2016_7_2,WMDCC2016,7,2,ENG-England,EST-Estonia,0,-0.05501262301202231,0,4,1.0,0.0,1,4,3,2,5,0.6,-4,-0.559877237573578,1,trailing,<=6
WMDCC2016_7,WMDCC2016_7_3,WMDCC2016,7,3,EST-Estonia,ENG-England,1,0.05501262301202231,4,1,2.0,0.0,6,1,1,4,5,0.2,3,0.7387511107080127,2+,leading,<=6
WMDCC2016_7,WMDCC2016_7_4,WMDCC2016,7,4,ENG-England,EST-Estonia,0,-0.05501262301202231,1,6,2.0,0.0,3,6,4,1,5,0.8,-5,-0.559877237573578,2+,trailing,<=6
WMDCC2016_7,WMDCC2016_7_5,WMDCC2016,7,5,EST-Estonia,ENG-England,0,0.05501262301202231,6,3,3.0,0.0,9,3,2,3,5,0.4,3,0.7387511107080127,2+,leading,<=6
WMDCC2016_7,WMDCC2016_7_6,WMDCC2016,7,6,ENG-England,EST-Estonia,1,-0.05501262301202231,3,9,2.0,0.0,5,9,3,2,5,0.6,-6,-0.559877237573578,2+,trailing,<=6
WMDCC2016_7,WMDCC2016_7_7,WMDCC2016,7,7,EST-Estonia,ENG-England,0,0.05501262301202231,9,5,1.0,0.0,10,5,2,3,5,0.4,4,0.7387511107080127,1,leading,>=7
WMDCC2016_7,WMDCC2016_7_8,WMDCC2016,7,8,ENG-England,EST-Estonia,0,-0.05501262301202231,5,10,3.0,0.0,8,10,4,0,4,1.0,-5,-0.559877237573578,2+,trailing,>=7
WMDCC2016_8,WMDCC2016_8_1,WMDCC2016,8,1,FIN-Finland,CAN-Canada,0,-0.10410865331086927,0,0,2.0,0.0,2,0,3,2,5,0.6,0,-1.1393578480531144,2+,tied,<=6
WMDCC2016_8,WMDCC2016_8_2,WMDCC2016,8,2,CAN-Canada,FIN-Finland,0,0.10410865331086927,0,2,4.0,0.0,4,2,2,3,5,0.4,-2,1.3182317211875492,2+,trailing,<=6
WMDCC2016_8,WMDCC2016_8_3,WMDCC2016,8,3,FIN-Finland,CAN-Canada,0,-0.10410865331086927,2,4,0.0,1.0,2,5,2,3,5,0.4,-2,-1.1393578480531144,0,trailing,<=6
WMDCC2016_8,WMDCC2016_8_4,WMDCC2016,8,4,FIN-Finland,CAN-Canada,0,-0.10410865331086927,2,5,2.0,0.0,4,5,3,2,5,0.6,-3,-1.1393578480531144,2+,trailing,<=6
WMDCC2016_8,WMDCC2016_8_5,WMDCC2016,8,5,CAN-Canada,FIN-Finland,0,0.10410865331086927,5,4,3.0,0.0,8,4,4,1,5,0.8,1,1.3182317211875492,2+,leading,<=6
WMDCC2016_8,WMDCC2016_8_6,WMDCC2016,8,6,FIN-Finland,CAN-Canada,0,-0.10410865331086927,4,8,1.0,0.0,5,8,4,1,5,0.8,-4,-1.1393578480531144,1,trailing,<=6
WMDCC2016_8,WMDCC2016_8_7,WMDCC2016,8,7,CAN-Canada,FIN-Finland,1,0.10410865331086927,8,5,2.0,0.0,10,5,0,5,5,0.0,3,1.3182317211875492,2+,leading,>=7
WMDCC2016_9,WMDCC2016_9_1,WMDCC2016,9,1,CHN-China,EST-Estonia,0,0.020111042533774326,0,0,0.0,1.0,0,1,3,2,5,0.6,0,0.32680763912532557,0,tied,<=6
WMDCC2016_9,WMDCC2016_9_2,WMDCC2016,9,2,CHN-China,EST-Estonia,0,0.020111042533774326,0,1,2.0,0.0,2,1,5,0,5,1.0,-1,0.32680763912532557,2+,trailing,<=6
WMDCC2016_9,WMDCC2016_9_3,WMDCC2016,9,3,EST-Estonia,CHN-China,0,-0.020111042533774326,1,2,1.0,0.0,2,2,4,1,5,0.8,-1,-0.14793376599089075,1,trailing,<=6
WMDCC2016_9,WMDCC2016_9_4,WMDCC2016,9,4,CHN-China,EST-Estonia,0,0.020111042533774326,2,2,2.0,0.0,4,2,5,0,5,1.0,0,0.32680763912532557,2+,tied,<=6
WMDCC2016_9,WMDCC2016_9_5,WMDCC2016,9,5,EST-Estonia,CHN-China,0,-0.020111042533774326,2,4,0.0,2.0,2,6,3,2,5,0.6,-2,-0.14793376599089075,0,trailing,<=6
WMDCC2016_9,WMDCC2016_9_6,WMDCC2016,9,6,EST-Estonia,CHN-China,1,-0.020111042533774326,2,6,3.0,0.0,5,6,4,1,5,0.8,-4,-0.14793376599089075,2+,trailing,<=6
WMDCC2016_9,WMDCC2016_9_7,WMDCC2016,9,7,CHN-China,EST-Estonia,1,0.020111042533774326,6,5,1.0,0.0,7,5,2,3,5,0.4,1,0.32680763912532557,1,leading,>=7
WMDCC2016_9,WMDCC2016_9_8,WMDCC2016,9,8,EST-Estonia,CHN-China,0,-0.020111042533774326,5,7,0.0,1.0,5,8,2,3,5,0.4,-2,-0.14793376599089075,0,trailing,>=7
WMDCC2016_10,WMDCC2016_10_1,WMDCC2016,10,1,SCO-Scotland,CAN-Canada,0,-0.011549484266006993,0,0,1.0,0.0,1,0,5,0,5,1.0,0,-0.04688166500710811,1,tied,<=6
WMDCC2016_10,WMDCC2016_10_2,WMDCC2016,10,2,CAN-Canada,SCO-Scotland,0,0.011549484266006993,0,1,1.0,0.0,1,1,4,1,5,0.8,-1,0.22575553814154292,1,trailing,<=6
WMDCC2016_10,WMDCC2016_10_3,WMDCC2016,10,3,SCO-Scotland,CAN-Canada,0,-0.011549484266006993,1,1,1.0,0.0,2,1,4,1,5,0.8,0,-0.04688166500710811,1,tied,<=6
WMDCC2016_10,WMDCC2016_10_4,WMDCC2016,10,4,CAN-Canada,SCO-Scotland,0,0.011549484266006993,1,2,0.0,1.0,1,3,4,1,5,0.8,-1,0.22575553814154292,0,trailing,<=6
WMDCC2016_10,WMDCC2016_10_5,WMDCC2016,10,5,CAN-Canada,SCO-Scotland,0,0.011549484266006993,1,3,3.0,0.0,4,3,3,2,5,0.6,-2,0.22575553814154292,2+,trailing,<=6
WMDCC2016_10,WMDCC2016_10_6,WMDCC2016,10,6,SCO-Scotland,CAN-Canada,1,-0.011549484266006993,3,4,2.0,0.0,5,4,2,3,5,0.4,-1,-0.04688166500710811,2+,trailing,<=6
WMDCC2016_10,WMDCC2016_10_7,WMDCC2016,10,7,CAN-Canada,SCO-Scotland,1,0.011549484266006993,4,5,1.0,0.0,5,5,3,2,5,0.6,-1,0.22575553814154292,1,trailing,>=7
WMDCC2016_10,WMDCC2016_10_8,WMDCC2016,10,8,SCO-Scotland,CAN-Canada,0,-0.011549484266006993,5,5,1.0,0.0,6,5,1,4,5,0.2,0,-0.04688166500710811,1,tied,>=7
WMDCC2016_11,WMDCC2016_11_1,WMDCC2016,11,1,USA-UnitedStates,ENG-England,0,0.10722463252219461,0,0,2.0,0.0,2,0,4,1,5,0.8,0,1.3550096342821392,2+,tied,<=6
WMDCC2016_11,WMDCC2016_11_2,WMDCC2016,11,2,ENG-England,USA-UnitedStates,0,-0.10722463252219461,0,2,0.0,3.0,0,5,2,3,5,0.4,-2,-1.1761357611477044,0,trailing,<=6
WMDCC2016_11,WMDCC2016_11_3,WMDCC2016,11,3,ENG-England,USA-UnitedStates,1,-0.10722463252219461,0,5,0.0,2.0,0,7,4,1,5,0.8,-5,-1.1761357611477044,0,trailing,<=6
WMDCC2016_11,WMDCC2016_11_4,WMDCC2016,11,4,ENG-England,USA-UnitedStates,0,-0.10722463252219461,0,7,4.0,0.0,4,7,4,1,5,0.8,-7,-1.1761357611477044,2+,trailing,<=6
WMDCC2016_11,WMDCC2016_11_5,WMDCC2016,11,5,USA-UnitedStates,ENG-England,0,0.10722463252219461,7,4,3.0,0.0,10,4,5,0,5,1.0,3,1.3550096342821392,2+,leading,<=6
WMDCC2016_11,WMDCC2016_11_6,WMDCC2016,11,6,ENG-England,USA-UnitedStates,0,-0.10722463252219461,4,10,0.0,2.0,4,12,3,2,5,0.6,-6,-1.1761357611477044,0,trailing,<=6
WMDCC2016_11,WMDCC2016_11_7,WMDCC2016,11,7,ENG-England,USA-UnitedStates,0,-0.10722463252219461,4,12,2.0,0.0,6,12,4,1,5,0.8,-8,-1.1761357611477044,2+,trailing,>=7
WMDCC2016_12,WMDCC2016_12_1,WMDCC2016,12,1,FIN-Finland,RCF-Rcf,0,-0.01576886636820707,0,0,0.0,1.0,0,1,5,0,5,1.0,0,-0.09668304612786956,0,tied,<=6
WMDCC2016_12,WMDCC2016_12_2,WMDCC2016,12,2,FIN-Finland,RCF-Rcf,0,-0.01576886636820707,0,1,3.0,0.0,3,1,5,0,5,1.0,-1,-0.09668304612786956,2+,trailing,<=6
WMDCC2016_12,WMDCC2016_12_3,WMDCC2016,12,3,RCF-Rcf,FIN-Finland,0,0.01576886636820707,1,3,3.0,0.0,4,3,4,1,5,0.8,-2,0.27555691926230436,2+,trailing,<=6
WMDCC2016_12,WMDCC2016_12_4,WMDCC2016,12,4,FIN-Finland,RCF-Rcf,0,-0.01576886636820707,3,4,0.0,2.0,3,6,5,0,5,1.0,-1,-0.09668304612786956,0,trailing,<=6
WMDCC2016_12,WMDCC2016_12_5,WMDCC2016,12,5,FIN-Finland,RCF-Rcf,1,-0.01576886636820707,3,6,2.0,0.0,5,6,4,1,5,0.8,-3,-0.09668304612786956,2+,trailing,<=6
WMDCC2016_12,WMDCC2016_12_6,WMDCC2016,12,6,RCF-Rcf,FIN-Finland,0,0.01576886636820707,6,5,1.0,0.0,7,5,5,0,5,1.0,1,0.27555691926230436,1,leading,<=6
WMDCC2016_12,WMDCC2016_12_7,WMDCC2016,12,7,FIN-Finland,RCF-Rcf,0,-0.01576886636820707,5,7,0.0,1.0,5,8,3,2,5,0.6,-2,-0.09668304612786956,0,trailing,>=7
WMDCC2016_12,WMDCC2016_12_8,WMDCC2016,12,8,FIN-Finland,RCF-Rcf,0,-0.01576886636820707,5,8,2.0,0.0,7,8,4,1,5,0.8,-3,-0.09668304612786956,2+,trailing,>=7
WMDCC2016_13,WMDCC2016_13_1,WMDCC2016,13,1,NOR-Norway,SVK-Slovakia,0,0.08816580756013748,0,0,2.0,0.0,2,0,2,3,5,0.4,0,1.130058259256308,2+,tied,<=6
WMDCC2016_13,WMDCC2016_13_2,WMDCC2016,13,2,SVK-Slovakia,NOR-Norway,0,-0.08816580756013748,0,2,0.0,1.0,0,3,2,3,5,0.4,-2,-0.9511843861218732,0,trailing,<=6
WMDCC2016_13,WMDCC2016_13_3,WMDCC2016,13,3,SVK-Slovakia,NOR-Norway,0,-0.08816580756013748,0,3,0.0,1.0,0,4,3,2,5,0.6,-3,-0.9511843861218732,0,trailing,<=6
WMDCC2016_13,WMDCC2016_13_4,WMDCC2016,13,4,SVK-Slovakia,NOR-Norway,0,-0.08816580756013748,0,4,1.0,0.0,1,4,3,2,5,0.6,-4,-0.9511843861218732,1,trailing,<=6
WMDCC2016_13,WMDCC2016_13_5,WMDCC2016,13,5,NOR-Norway,SVK-Slovakia,1,0.08816580756013748,4,1,4.0,0.0,8,1,3,2,5,0.6,3,1.130058259256308,2+,leading,<=6
WMDCC2016_13,WMDCC2016_13_6,WMDCC2016,13,6,SVK-Slovakia,NOR-Norway,1,-0.08816580756013748,1,8,1.0,0.0,2,8,4,1,5,0.8,-7,-0.9511843861218732,1,trailing,<=6
WMDCC2016_14,WMDCC2016_14_1,WMDCC2016,14,1,AUT-Austria,IRL-Ireland,0,-0.08751933251933247,0,0,2.0,0.0,2,0,3,2,5,0.6,0,-0.9435540390444178,2+,tied,<=6
WMDCC2016_14,WMDCC2016_14_2,WMDCC2016,14,2,IRL-Ireland,AUT-Austria,0,0.08751933251933247,0,2,3.0,0.0,3,2,4,1,5,0.8,-2,1.1224279121788525,2+,trailing,<=6
WMDCC2016_14,WMDCC2016_14_3,WMDCC2016,14,3,AUT-Austria,IRL-Ireland,0,-0.08751933251933247,2,3,0.0,1.0,2,4,4,1,5,0.8,-1,-0.9435540390444178,0,trailing,<=6
WMDCC2016_14,WMDCC2016_14_4,WMDCC2016,14,4,AUT-Austria,IRL-Ireland,0,-0.08751933251933247,2,4,1.0,0.0,3,4,2,3,5,0.4,-2,-0.9435540390444178,1,trailing,<=6
WMDCC2016_14,WMDCC2016_14_5,WMDCC2016,14,5,IRL-Ireland,AUT-Austria,0,0.08751933251933247,4,3,0.0,1.0,4,4,3,2,5,0.6,1,1.1224279121788525,0,leading,<=6
WMDCC2016_14,WMDCC2016_14_6,WMDCC2016,14,6,IRL-Ireland,AUT-Austria,1,0.08751933251933247,4,4,2.0,0.0,6,4,4,1,5,0.8,0,1.1224279121788525,2+,tied,<=6
WMDCC2016_14,WMDCC2016_14_7,WMDCC2016,14,7,AUT-Austria,IRL-Ireland,1,-0.08751933251933247,4,6,5.0,0.0,9,6,3,2,5,0.6,-2,-0.9435540390444178,2+,trailing,>=7
WMDCC2016_15,WMDCC2016_15_1,WMDCC2016,15,1,NOR-Norway,AUT-Austria,0,0.10917720357153343,0,0,0.0,1.0,0,1,5,0,5,1.0,0,1.3780558369341303,0,tied,<=6
WMDCC2016_15,WMDCC2016_15_2,WMDCC2016,15,2,NOR-Norway,AUT-Austria,0,0.10917720357153343,0,1,3.0,0.0,3,1,5,0,5,1.0,-1,1.3780558369341303,2+,trailing,<=6
WMDCC2016_15,WMDCC2016_15_3,WMDCC2016,15,3,AUT-Austria,NOR-Norway,0,-0.10917720357153343,1,3,0.0,1.0,1,4,3,2,5,0.6,-2,-1.1991819637996957,0,trailing,<=6
WMDCC2016_15,WMDCC2016_15_4,WMDCC2016,15,4,AUT-Austria,NOR-Norway,0,-0.10917720357153343,1,4,1.0,0.0,2,4,2,3,5,0.4,-3,-1.1991819637996957,1,trailing,<=6
WMDCC2016_15,WMDCC2016_15_5,WMDCC2016,15,5,NOR-Norway,AUT-Austria,1,0.10917720357153343,4,2,2.0,0.0,6,2,3,2,5,0.6,2,1.3780558369341303,2+,leading,<=6
WMDCC2016_15,WMDCC2016_15_6,WMDCC2016,15,6,AUT-Austria,NOR-Norway,1,-0.10917720357153343,2,6,1.0,0.0,3,6,4,1,5,0.8,-4,-1.1991819637996957,1,trailing,<=6
WMDCC2016_15,WMDCC2016_15_7,WMDCC2016,15,7,NOR-Norway,AUT-Austria,0,0.10917720357153343,6,3,2.0,0.0,8,3,2,3,5,0.4,3,1.3780558369341303,2+,leading,>=7
WMDCC2016_16,WMDCC2016_16_1,WMDCC2016,16,1,IRL-Ireland,SVK-Slovakia,0,0.06650793650793652,0,0,0.0,2.0,0,2,5,0,5,1.0,0,0.87443033450103,0,tied,<=6
WMDCC2016_16,WMDCC2016_16_2,WMDCC2016,16,2,IRL-Ireland,SVK-Slovakia,0,0.06650793650793652,0,2,0.0,2.0,0,4,3,2,5,0.6,-2,0.87443033450103,0,trailing,<=6
WMDCC2016_16,WMDCC2016_16_3,WMDCC2016,16,3,IRL-Ireland,SVK-Slovakia,0,0.06650793650793652,0,4,1.0,0.0,1,4,4,1,5,0.8,-4,0.87443033450103,1,trailing,<=6
WMDCC2016_16,WMDCC2016_16_4,WMDCC2016,16,4,SVK-Slovakia,IRL-Ireland,0,-0.06650793650793652,4,1,2.0,0.0,6,1,3,1,4,0.75,3,-0.6955564613665953,2+,leading,<=6
WMDCC2016_16,WMDCC2016_16_5,WMDCC2016,16,5,IRL-Ireland,SVK-Slovakia,1,0.06650793650793652,1,6,0.0,2.0,1,8,2,3,5,0.4,-5,0.87443033450103,0,trailing,<=6
WMDCC2016_16,WMDCC2016_16_6,WMDCC2016,16,6,IRL-Ireland,SVK-Slovakia,0,0.06650793650793652,1,8,1.0,0.0,2,8,5,0,5,1.0,-7,0.87443033450103,1,trailing,<=6
WMDCC2016_16,WMDCC2016_16_7,WMDCC2016,16,7,SVK-Slovakia,IRL-Ireland,1,-0.06650793650793652,8,2,4.0,0.0,12,2,1,4,5,0.2,6,-0.6955564613665953,2+,leading,>=7
WMDCC2016_17,WMDCC2016_17_1,WMDCC2016,17,1,SVK-Slovakia,KOR-Korea,0,-0.0191632928475034,0,0,4.0,0.0,4,0,2,3,5,0.4,0,-0.13674747326133452,2+,tied,<=6
WMDCC2016_17,WMDCC2016_17_2,WMDCC2016,17,2,KOR-Korea,SVK-Slovakia,0,0.0191632928475034,0,4,1.0,0.0,1,4,5,0,5,1.0,-4,0.31562134639576933,1,trailing,<=6
WMDCC2016_17,WMDCC2016_17_3,WMDCC2016,17,3,SVK-Slovakia,KOR-Korea,0,-0.0191632928475034,4,1,1.0,0.0,5,1,2,3,5,0.4,3,-0.13674747326133452,1,leading,<=6
WMDCC2016_17,WMDCC2016_17_4,WMDCC2016,17,4,KOR-Korea,SVK-Slovakia,0,0.0191632928475034,1,5,1.0,0.0,2,5,4,1,5,0.8,-4,0.31562134639576933,1,trailing,<=6
WMDCC2016_17,WMDCC2016_17_5,WMDCC2016,17,5,SVK-Slovakia,KOR-Korea,0,-0.0191632928475034,5,2,1.0,0.0,6,2,4,1,5,0.8,3,-0.13674747326133452,1,leading,<=6
WMDCC2016_17,WMDCC2016_17_6,WMDCC2016,17,6,KOR-Korea,SVK-Slovakia,1,0.0191632928475034,2,6,0.0,1.0,2,7,2,3,5,0.4,-4,0.31562134639576933,0,trailing,<=6
WMDCC2016_17,WMDCC2016_17_7,WMDCC2016,17,7,KOR-Korea,SVK-Slovakia,0,0.0191632928475034,2,7,3.0,0.0,5,7,3,2,5,0.6,-5,0.31562134639576933,2+,trailing,>=7
